,EC,FC,HP_EHR
T0874,4.913,23.1,1.929
T0875,4.86,23.1,1.929
T0876,4.845,23.1,1.929
T0877,4.837,23.1,1.929
T0878,4.814,23.1,1.929
T0879,4.791,23.1,1.929
T0880,4.784,23.1,1.929
T0881,4.829,23.1,1.929
T0882,4.883,23.1,1.929
T0883,4.959,23.1,1.929
T0884,5.005,23.1,1.929
T0885,5.005,23.1,1.929
T0886,4.974,23.1,1.929
T0887,4.997,23.1,1.929
T0888,5.012,23.1,1.929
T0889,5.043,23.1,1.929
T0890,5.043,23.1,1.929
T0891,5.066,23.1,1.929
T0892,5.096,23.1,1.929
T0893,5.119,23.1,1.929
T0894,5.119,23.1,1.929
T0895,5.127,23.1,1.929
T0896,5.119,23.1,1.929
T0897,5.111,23.1,1.929
T0898,5.104,23.1,1.929
T0899,5.104,23.1,1.929
T0900,5.104,23.1,1.929
T0901,5.096,23.1,1.929
T0902,5.088,23.1,1.929
T0903,5.066,23.1,1.929
T0904,5.058,23.1,1.929
T0905,5.073,23.1,1.929
T0906,5.066,23.1,1.929
T0907,5.066,23.1,1.929
T0908,5.073,23.1,1.929
T0909,5.073,23.1,1.929
T0910,5.073,23.1,1.929
T0911,5.081,23.1,1.929
T0912,5.081,23.1,1.929
T0913,5.088,23.1,1.929
T0914,5.088,23.1,1.929
T0915,5.073,23.1,1.929
T0916,5.073,23.1,1.929
T0917,5.066,23.1,1.929
T0918,5.073,23.1,1.929
T0919,5.088,23.1,1.929
T0920,5.127,23.1,1.929
T0921,5.104,23.1,1.929
T0922,5.066,23.1,1.929
T0923,5.05,23.1,1.929
T0924,5.035,23.1,1.929
T0925,5.035,23.1,1.929
T0926,5.035,23.1,1.929
T0927,5.066,23.1,1.929
T0928,5.081,23.1,1.929
T0929,5.096,23.1,1.929
T0930,5.081,23.1,1.929
T0931,5.043,23.1,1.929
T0932,5.012,23.1,1.929
T0933,5.02,23.1,1.929
T0934,5.02,23.1,1.929
T0935,4.997,23.1,1.929
T0936,4.974,23.1,1.929
T0937,4.951,23.1,1.929
T0938,4.951,23.1,1.929
T0939,4.967,23.1,1.929
T0940,4.974,23.1,1.929
T0941,5.005,23.1,1.929
T0942,4.989,23.1,1.929
T0943,4.997,23.1,1.929
T0944,4.989,23.1,1.929
T0945,4.982,23.1,1.929
T0946,4.959,23.1,1.929
T0947,4.944,23.1,1.929
T0948,4.921,23.1,1.929
T0949,4.906,23.1,1.929
T0950,4.89,23.1,1.929
T0951,4.906,23.1,1.929
T0952,4.89,23.1,1.929
T0953,4.837,23.1,1.929
T0954,4.837,23.1,1.929
T0955,4.807,23.1,1.929
T0956,4.807,23.1,1.929
T0957,4.814,23.1,1.929
T0958,4.814,23.1,1.929
T0959,4.776,23.1,1.929
T0960,4.837,23.1,1.929
T0961,4.845,23.1,1.929
T0962,4.829,23.1,1.929
T0963,4.822,23.1,1.929
T0964,4.875,23.1,1.929
T0965,4.928,23.1,1.929
T0966,4.928,23.1,1.929
T0967,4.936,23.1,1.929
T0968,4.913,23.1,1.929
T0969,5.005,23.1,1.929
T0970,4.997,23.1,1.929
T0971,4.959,23.1,1.929
T0972,4.868,23.1,1.929
T0973,4.86,23.1,1.929
T0974,4.951,23.1,1.929
T0975,4.974,23.1,1.929
T0976,4.997,23.1,1.929
T0977,5.02,23.1,1.929
T0978,5.058,23.1,1.929
T0979,5.066,23.1,1.929
T0980,5.073,23.1,1.929
T0981,5.142,23.1,1.929
T0982,5.157,23.1,1.929
T0983,5.165,23.1,1.929
T0984,5.188,23.1,1.929
T0985,5.21,23.1,1.929
T0986,5.188,23.1,1.929
T0987,5.203,23.1,1.929
T0988,5.218,23.1,1.929
T0989,5.233,23.1,1.929
T0990,5.21,23.1,1.929
T0991,5.21,23.1,1.929
T0992,5.226,23.1,1.929
T0993,5.18,23.1,1.929
T0994,5.21,23.1,1.929
T0995,5.165,23.1,1.929
T0996,5.081,23.1,1.929
T0997,5.043,23.1,1.929
T0998,4.989,23.1,1.929
T0999,4.967,23.1,1.929
T1000,5.028,23.1,1.929
T1001,5.073,23.1,1.929
T1002,5.134,23.1,1.929
T1003,5.149,23.1,1.929
T1004,5.127,23.1,1.929
T1005,5.127,23.1,1.929
T1006,5.165,23.1,1.929
T1007,5.165,23.1,1.929
T1008,5.149,23.1,1.929
T1009,5.172,23.1,1.929
T1010,5.18,23.1,1.929
T1011,5.195,23.1,1.929
T1012,5.21,23.1,1.929
T1013,5.172,23.1,1.929
T1014,5.172,23.1,1.929
T1015,5.157,23.1,1.929
T1016,5.142,23.1,1.929
T1017,5.119,23.1,1.929
T1018,5.088,23.1,1.929
T1019,5.119,23.1,1.929
T1020,5.088,23.1,1.929
T1021,5.058,23.1,1.929
T1022,5.058,23.1,1.929
T1023,5.043,23.1,1.929
T1024,5.043,23.1,1.929
T1025,5.058,23.1,1.929
T1026,5.088,23.1,1.929
T1027,5.096,23.1,1.929
T1028,5.111,23.1,1.929
T1029,5.104,23.1,1.929
T1030,5.104,23.1,1.929
T1031,5.127,23.1,1.929
T1032,5.142,23.1,1.929
T1033,5.18,23.1,1.929
T1034,5.188,23.1,1.929
T1035,5.157,23.1,1.929
T1036,5.127,23.1,1.929
T1037,5.165,23.1,1.929
T1038,5.203,23.1,1.929
T1039,5.195,23.1,1.929
T1040,5.218,23.1,1.929
T1041,5.203,23.1,1.929
T1042,5.149,23.1,1.929
T1043,5.088,23.1,1.929
T1044,5.035,23.1,1.929
T1045,5.005,23.1,1.929
T1046,4.989,23.1,1.929
T1047,5.012,23.1,1.929
T1048,5.096,23.1,1.929
T1049,5.149,23.1,1.929
T1050,5.172,23.1,1.929
T1051,5.142,23.1,1.929
T1052,5.119,23.1,1.929
T1053,5.119,23.1,1.929
T1054,5.111,23.1,1.929
T1055,5.142,23.1,1.929
T1056,5.149,23.1,1.929
T1057,5.157,23.1,1.929
T1058,5.172,23.1,1.929
T1059,5.188,23.1,1.929
T1060,5.188,23.1,1.929
T1061,5.188,23.1,1.929
T1062,5.195,23.1,1.929
T1063,5.18,23.1,1.929
T1064,5.18,23.1,1.929
T1065,5.188,23.1,1.929
T1066,5.111,23.1,1.929
T1067,5.043,23.1,1.929
T1068,5.028,23.1,1.929
T1069,5.05,23.1,1.929
T1070,5.035,23.1,1.929
T1071,4.974,23.1,1.929
T1072,5.005,23.1,1.929
T1073,5.111,23.1,1.929
T1074,5.149,23.1,1.929
T1075,5.188,23.1,1.929
T1076,5.157,23.1,1.929
T1077,5.134,23.1,1.929
T1078,5.18,23.1,1.929
T1079,5.195,23.1,1.929
T1080,5.172,23.1,1.929
T1081,5.134,23.1,1.929
T1082,5.104,23.1,1.929
T1083,5.104,23.1,1.929
T1084,5.104,23.1,1.929
T1085,5.088,23.1,1.929
T1086,5.073,23.1,1.929
T1087,5.058,23.1,1.929
T1088,5.073,23.1,1.929
T1089,5.073,23.1,1.929
T1090,5.043,23.1,1.929
T1091,5.005,23.1,1.929
T1092,4.982,23.1,1.929
T1093,4.974,23.1,1.929
T1094,4.974,23.1,1.929
T1095,4.982,23.1,1.929
T1096,4.982,23.1,1.929
T1097,4.967,23.1,1.929
T1098,4.959,23.1,1.929
T1099,4.944,23.1,1.929
T1100,4.936,23.1,1.929
T1101,4.944,23.1,1.929
T1102,4.936,23.1,1.929
T1103,4.913,23.1,1.929
T1104,4.936,23.1,1.929
T1105,4.936,23.1,1.929
T1106,4.928,23.1,1.929
T1107,4.951,23.1,1.929
T1108,4.921,23.1,1.929
T1109,4.868,23.1,1.929
T1110,4.852,23.1,1.929
T1111,4.852,23.1,1.929
T1112,4.86,23.1,1.929
T1113,4.822,23.1,1.929
T1114,4.791,23.1,1.929
T1115,4.791,23.1,1.929
T1116,4.768,23.1,1.929
T1117,4.738,23.1,1.929
T1118,4.761,23.1,1.929
T1119,4.738,23.1,1.929
T1120,4.677,23.1,1.929
T1121,4.685,23.1,1.929
T1122,4.669,23.1,1.929
T1123,4.784,23.1,1.929
T1124,4.845,23.1,1.929
T1125,4.837,23.1,1.929
T1126,4.868,23.1,1.929
T1127,4.928,23.1,1.929
T1128,4.921,23.1,1.929
T1129,4.906,23.1,1.929
T1130,4.883,23.1,1.929
T1131,4.906,23.1,1.929
T1132,4.936,23.1,1.929
T1133,4.936,23.1,1.929
T1134,4.936,23.1,1.929
T1135,4.936,23.1,1.929
T1136,4.967,23.1,1.929
T1137,4.928,23.1,1.929
T1138,4.906,23.1,1.929
T1139,4.906,23.1,1.929
T1140,4.89,23.1,1.929
T1141,4.845,23.1,1.929
T1142,4.799,23.1,1.929
T1143,4.814,23.1,1.929
T1144,4.814,23.1,1.929
T1145,4.875,23.1,1.929
T1146,4.898,23.1,1.929
T1147,4.898,23.1,1.929
T1148,4.928,23.1,1.929
T1149,4.928,23.1,1.929
T1150,4.936,23.1,1.929
T1151,4.959,23.1,1.929
T1152,4.989,23.1,1.929
T1153,5.005,23.1,1.929
T1154,4.997,23.1,1.929
T1155,4.974,23.1,1.929
T1156,4.967,23.1,1.929
T1157,4.959,23.1,1.929
T1158,4.959,23.1,1.929
T1159,4.959,23.1,1.929
T1160,5.005,23.1,1.929
T1161,5.005,23.1,1.929
T1162,4.989,23.1,1.929
T1163,4.951,23.1,1.929
T1164,4.928,23.1,1.929
T1165,4.967,23.1,1.929
T1166,5.012,23.1,1.929
T1167,4.944,23.1,1.929
T1168,4.959,23.1,1.929
T1169,4.997,23.1,1.929
T1170,5.035,23.1,1.929
T1171,5.066,23.1,1.929
T1172,5.066,23.1,1.929
T1173,5.066,23.1,1.929
T1174,5.058,23.1,1.929
T1175,5.05,23.1,1.929
T1176,5.035,23.1,1.929
T1177,5.035,23.1,1.929
T1178,5.043,23.1,1.929
T1179,5.05,23.1,1.929
T1180,5.043,23.1,1.929
T1181,5.02,23.1,1.929
T1182,5.028,23.1,1.929
T1183,5.028,23.1,1.929
T1184,5.081,23.1,1.929
T1185,5.088,23.1,1.929
T1186,5.119,23.1,1.929
T1187,5.18,23.1,1.929
T1188,5.073,23.1,1.929
T1189,5.035,23.1,1.929
T1190,4.989,23.1,1.929
T1191,4.982,23.1,1.929
T1192,4.989,23.1,1.929
T1193,5.012,23.1,1.929
T1194,5.088,23.1,1.929
T1195,5.165,23.1,1.929
T1196,5.165,23.1,1.929
T1197,5.165,23.1,1.929
T1198,5.119,23.1,1.929
T1199,5.104,23.1,1.929
T1200,5.096,23.1,1.929
T1201,5.081,23.1,1.929
T1202,5.081,23.1,1.929
T1203,5.088,23.1,1.929
T1204,5.111,23.1,1.929
T1205,5.172,23.1,1.929
T1206,5.241,23.1,1.929
T1207,5.218,23.1,1.929
T1208,5.188,23.1,1.929
T1209,5.134,23.1,1.929
T1210,5.119,23.1,1.929
T1211,5.111,23.1,1.929
T1212,5.127,23.1,1.929
T1213,5.111,23.1,1.929
T1214,5.096,23.1,1.929
T1215,5.081,23.1,1.929
T1216,5.058,23.1,1.929
T1217,5.035,23.1,1.929
T1218,5.012,23.1,1.929
T1219,4.997,23.1,1.929
T1220,4.989,23.1,1.929
T1221,4.982,23.1,1.929
T1222,4.974,23.1,1.929
T1223,4.974,23.1,1.929
T1224,4.982,23.1,1.929
T1225,4.982,23.1,1.929
T1226,5.05,23.1,1.929
T1227,5.081,23.1,1.929
T1228,5.088,23.1,1.929
T1229,5.096,23.1,1.929
T1230,5.119,23.1,1.929
T1231,5.142,23.1,1.929
T1232,5.149,23.1,1.929
T1233,5.104,23.1,1.929
T1234,5.028,23.1,1.929
T1235,4.936,23.1,1.929
T1236,4.89,23.1,1.929
T1237,4.86,23.1,1.929
T1238,4.822,23.1,1.929
T1239,4.845,23.1,1.929
T1240,4.868,23.1,1.929
T1241,4.921,23.1,1.929
T1242,4.974,23.1,1.929
T1243,4.989,23.1,1.929
T1244,4.997,23.1,1.929
T1245,4.982,23.1,1.929
T1246,4.967,23.1,1.929
T1247,4.989,23.1,1.929
T1248,4.982,23.1,1.929
T1249,4.982,23.1,1.929
T1250,4.974,23.1,1.929
T1251,4.959,23.1,1.929
T1252,4.959,23.1,1.929
T1253,4.959,23.1,1.929
T1254,4.944,23.1,1.929
T1255,4.928,23.1,1.929
T1256,4.906,23.1,1.929
T1257,4.898,23.1,1.929
T1258,4.913,23.1,1.929
T1259,4.913,23.1,1.929
T1260,4.913,23.1,1.929
T1261,4.89,23.1,1.929
T1262,4.906,23.1,1.929
T1263,4.852,23.1,1.929
T1264,4.837,23.1,1.929
T1265,5.02,23.1,1.929
T1266,5.02,23.1,1.929
T1267,4.989,23.1,1.929
T1268,4.974,23.1,1.929
T1269,4.974,23.1,1.929
T1270,5.035,23.1,1.929
T1271,5.066,23.1,1.929
T1272,5.043,23.1,1.929
T1273,5.05,23.1,1.929
T1274,5.066,23.1,1.929
T1275,5.104,23.1,1.929
T1276,5.081,23.1,1.929
T1277,5.111,23.1,1.929
T1278,5.119,23.1,1.929
T1279,5.111,23.1,1.929
T1280,5.104,23.1,1.929
T1281,5.073,23.1,1.929
T1282,5.028,23.1,1.929
T1283,4.989,23.1,1.929
T1284,5.005,23.1,1.929
T1285,4.951,23.1,1.929
T1286,4.989,23.1,1.929
T1287,5.081,23.1,1.929
T1288,5.119,23.1,1.929
T1289,5.119,23.1,1.929
T1290,5.134,23.1,1.929
T1291,5.134,23.1,1.929
T1292,5.18,23.1,1.929
T1293,5.165,23.1,1.929
T1294,5.157,23.1,1.929
T1295,5.134,23.1,1.929
T1296,5.096,23.1,1.929
T1297,5.043,23.1,1.929
T1298,5.043,23.1,1.929
T1299,5.043,23.1,1.929
T1300,5.028,23.1,1.929
T1301,5.05,23.1,1.929
T1302,5.073,23.1,1.929
T1303,5.127,23.1,1.929
T1304,5.149,23.1,1.929
T1305,5.119,23.1,1.929
T1306,5.058,23.1,1.929
T1307,5.012,23.1,1.929
T1308,4.989,23.1,1.929
T1309,4.997,23.1,1.929
T1310,5.005,23.1,1.929
T1311,5.005,23.1,1.929
T1312,5.05,23.1,1.929
T1313,5.088,23.1,1.929
T1314,5.127,23.1,1.929
T1315,5.119,23.1,1.929
T1316,5.096,23.1,1.929
T1317,5.119,23.1,1.929
T1318,5.188,23.1,1.929
T1319,5.188,23.1,1.929
T1320,5.165,23.1,1.929
T1321,5.18,23.1,1.929
T1322,5.18,23.1,1.929
T1323,5.172,23.1,1.929
T1324,5.134,23.1,1.929
T1325,5.066,23.1,1.929
T1326,5.012,23.1,1.929
T1327,5.028,23.1,1.929
T1328,5.081,23.1,1.929
T1329,5.058,23.1,1.929
T1330,5.028,23.1,1.929
T1331,5.05,23.1,1.929
T1332,4.997,23.1,1.929
T1333,4.959,23.1,1.929
T1334,4.974,23.1,1.929
T1335,4.997,23.1,1.929
T1336,5.035,23.1,1.929
T1337,5.043,23.1,1.929
T1338,5.043,23.1,1.929
T1339,5.104,23.1,1.929
T1340,5.18,23.1,1.929
T1341,5.195,23.1,1.929
T1342,5.218,23.1,1.929
T1343,5.241,23.1,1.929
T1344,5.241,23.1,1.929
T1345,5.233,23.1,1.929
T1346,5.226,23.1,1.929
T1347,5.256,23.1,1.929
T1348,5.256,23.1,1.929
T1349,5.279,23.1,1.929
T1350,5.317,23.1,1.929
T1351,5.325,23.1,1.929
T1352,5.325,23.1,1.929
T1353,5.287,23.1,1.929
T1354,5.241,23.1,1.929
T1355,5.233,23.1,1.929
T1356,5.249,23.1,1.929
T1357,5.241,23.1,1.929
T1358,5.249,23.1,1.929
T1359,5.249,23.1,1.929
T1360,5.264,23.1,1.929
T1361,5.271,23.1,1.929
T1362,5.287,23.1,1.929
T1363,5.287,23.1,1.929
T1364,5.279,23.1,1.929
T1365,5.279,23.1,1.929
T1366,5.287,23.1,1.929
T1367,5.302,23.1,1.929
T1368,5.317,23.1,1.929
T1369,5.332,23.1,1.929
T1370,5.378,23.1,1.929
T1371,5.454,23.1,1.929
T1372,5.469,23.1,1.929
T1373,5.447,23.1,1.948
T1374,5.5,23.1,1.948
T1375,5.523,23.1,1.948
T1376,5.485,23.1,1.948
T1377,5.401,23.1,1.948
T1378,5.302,23.1,1.948
T1379,5.256,23.1,1.948
T1380,5.226,23.1,1.948
T1381,5.188,23.1,1.948
T1382,5.188,23.1,1.948
T1383,5.165,23.1,1.948
T1384,5.172,23.1,1.948
T1385,5.188,23.1,1.948
T1386,5.226,23.1,1.948
T1387,5.302,23.1,1.948
T1388,5.279,23.1,1.948
T1389,5.287,23.1,1.948
T1390,5.294,23.1,1.948
T1391,5.37,23.1,1.948
T1392,5.431,23.1,1.948
T1393,5.492,23.1,1.948
T1394,5.5,23.1,1.948
T1395,5.5,23.1,1.948
T1396,5.462,23.1,1.948
T1397,5.355,23.1,1.948
T1398,5.271,23.1,1.948
T1399,5.294,23.1,1.948
T1400,5.249,23.1,1.948
T1401,5.21,23.1,1.948
T1402,5.188,23.1,1.948
T1403,5.127,23.1,1.948
T1404,5.081,23.1,1.948
T1405,5.028,23.1,1.948
T1406,4.982,23.1,1.948
T1407,4.936,23.1,1.948
T1408,4.913,23.1,1.948
T1409,4.982,23.1,1.948
T1410,5.05,23.1,1.948
T1411,5.188,23.1,1.948
T1412,5.18,23.1,1.948
T1413,5.195,23.1,1.948
T1414,5.18,23.1,1.948
T1415,5.188,23.1,1.948
T1416,5.18,23.1,1.948
T1417,5.043,23.1,1.948
T1418,5.096,23.1,1.948
T1419,5.088,23.1,1.948
T1420,5.096,23.1,1.948
T1421,5.111,23.1,1.948
T1422,5.096,23.1,1.948
T1423,5.066,23.1,1.948
T1424,5.066,23.1,1.948
T1425,5.035,23.1,1.948
T1426,5.012,23.1,1.948
T1427,4.997,23.1,1.948
T1428,4.921,23.1,1.948
T1429,4.944,23.1,1.948
T1430,4.936,23.1,1.948
T1431,4.928,23.1,1.948
T1432,4.921,23.1,1.948
T1433,4.989,23.1,1.948
T1434,5.073,23.1,1.948
T1435,5.104,23.1,1.948
T1436,5.104,23.1,1.948
T1437,5.111,23.1,1.948
T1438,5.104,23.1,1.948
T1439,5.142,23.1,1.948
T1440,5.127,23.1,1.948
T1441,5.142,23.1,1.948
T1442,5.119,23.1,1.948
T1443,5.119,23.1,1.948
T1444,5.111,23.1,1.948
T1445,5.088,23.1,1.948
T1446,5.081,23.1,1.948
T1447,5.073,23.1,1.948
T1448,5.066,23.1,1.948
T1449,5.058,23.1,1.948
T1450,5.028,23.1,1.948
T1451,4.989,23.1,1.948
T1452,4.951,23.1,1.948
T1453,4.875,23.1,1.948
T1454,4.875,23.1,1.948
T1455,4.928,23.1,1.948
T1456,4.944,23.1,1.948
T1457,4.967,23.1,1.948
T1458,5.043,23.1,1.948
T1459,5.104,23.1,1.948
T1460,5.127,23.1,1.948
T1461,5.119,23.1,1.948
T1462,5.127,23.1,1.948
T1463,5.149,23.1,1.948
T1464,5.127,23.1,1.948
T1465,5.127,23.1,1.948
T1466,5.18,23.1,1.948
T1467,5.21,23.1,1.948
T1468,5.233,23.1,1.948
T1469,5.256,23.1,1.948
T1470,5.249,23.1,1.948
T1471,5.249,23.1,1.948
T1472,5.249,23.1,1.948
T1473,5.195,23.1,1.948
T1474,5.18,23.1,1.948
T1475,5.172,23.1,1.948
T1476,5.142,23.1,1.948
T1477,5.104,23.1,1.948
T1478,5.119,23.1,1.948
T1479,5.134,23.1,1.948
T1480,5.119,23.1,1.948
T1481,5.096,23.1,1.948
T1482,5.096,23.1,1.948
T1483,5.096,23.1,1.948
T1484,5.096,23.1,1.948
T1485,5.096,23.1,1.948
T1486,5.088,23.1,1.948
T1487,5.088,23.1,1.948
T1488,5.111,23.1,1.948
T1489,5.142,23.1,1.948
T1490,5.127,23.1,1.948
T1491,5.157,23.1,1.948
T1492,5.188,23.1,1.948
T1493,5.195,23.1,1.948
T1494,5.165,23.1,1.948
T1495,5.134,23.1,1.948
T1496,5.149,23.1,1.948
T1497,5.142,23.1,1.948
T1498,5.119,23.1,1.948
T1499,5.088,23.1,1.948
T1500,4.997,23.1,1.948
T1501,4.944,23.1,1.948
T1502,4.928,23.1,1.948
T1503,4.913,23.1,1.948
T1504,4.913,23.1,1.948
T1505,4.951,23.1,1.948
T1506,5.005,23.1,1.948
T1507,5.111,23.1,1.948
T1508,5.157,23.1,1.948
T1509,5.149,23.1,1.948
T1510,5.18,23.1,1.948
T1511,5.165,23.1,1.948
T1512,5.18,23.1,1.948
T1513,5.218,23.1,1.948
T1514,5.271,23.1,1.948
T1515,5.271,23.1,1.948
T1516,5.249,23.1,1.948
T1517,5.233,23.1,1.948
T1518,5.294,23.1,1.948
T1519,5.256,23.1,1.948
T1520,5.233,23.1,1.948
T1521,5.172,23.1,1.948
T1522,5.165,23.1,1.948
T1523,5.104,23.1,1.948
T1524,5.05,23.1,1.948
T1525,5.02,23.1,1.948
T1526,5.005,23.1,1.948
T1527,5.012,23.1,1.948
T1528,5.028,23.1,1.948
T1529,5.066,23.1,1.948
T1530,5.111,23.1,1.948
T1531,5.127,23.1,1.948
T1532,5.165,23.1,1.948
T1533,5.165,23.1,1.948
T1534,5.195,23.1,1.948
T1535,5.226,23.1,1.948
T1536,5.218,23.1,1.948
T1537,5.21,23.1,1.948
T1538,5.203,23.1,1.948
T1539,5.21,23.1,1.948
T1540,5.21,23.1,1.948
T1541,5.195,23.1,1.948
T1542,5.165,23.1,1.948
T1543,5.142,23.1,1.948
T1544,5.134,23.1,1.948
T1545,5.127,23.1,1.948
T1546,5.104,23.1,1.948
T1547,5.066,23.1,1.948
T1548,5.02,23.1,1.948
T1549,4.982,23.1,1.948
T1550,4.959,23.1,1.948
T1551,4.936,23.1,1.948
T1552,4.967,23.1,1.948
T1553,4.997,23.1,1.948
T1554,5.035,23.1,1.948
T1555,5.066,23.1,1.948
T1556,5.088,23.1,1.948
T1557,5.096,23.1,1.948
T1558,5.096,23.1,1.948
T1559,5.111,23.1,1.948
T1560,5.104,23.1,1.948
T1561,5.104,23.1,1.948
T1562,5.104,23.1,1.948
T1563,5.111,23.1,1.948
T1564,5.111,23.1,1.948
T1565,5.111,23.1,1.948
T1566,5.127,23.1,1.948
T1567,5.127,23.1,1.948
T1568,5.134,23.1,1.948
T1569,5.127,23.1,1.948
T1570,5.119,23.1,1.948
T1571,5.073,23.1,1.948
T1572,5.02,23.1,1.948
T1573,4.974,23.1,1.948
T1574,4.928,23.1,1.948
T1575,4.982,23.1,1.948
T1576,4.974,23.1,1.948
T1577,4.967,23.1,1.948
T1578,4.936,23.1,1.948
T1579,5.058,23.1,1.948
T1580,5.165,23.1,1.948
T1581,5.264,23.1,1.948
T1582,5.317,23.1,1.948
T1583,5.37,23.1,1.948
T1584,5.348,23.1,1.948
T1585,5.317,23.1,1.948
T1586,5.195,23.1,1.948
T1587,5.149,23.1,1.948
T1588,5.119,23.1,1.948
T1589,5.096,23.1,1.948
T1590,5.073,23.1,1.948
T1591,5.066,23.1,1.948
T1592,5.066,23.1,1.948
T1593,5.05,23.1,1.948
T1594,5.035,23.1,1.948
T1595,4.997,23.1,1.948
T1596,4.967,23.1,1.948
T1597,4.944,23.1,1.948
T1598,4.928,23.1,1.948
T1599,4.921,23.1,1.948
T1600,4.944,23.1,1.948
T1601,4.928,23.1,1.948
T1602,4.906,23.1,1.948
T1603,4.898,23.1,1.948
T1604,4.883,23.1,1.948
T1605,4.898,23.1,1.948
T1606,4.906,23.1,1.948
T1607,4.921,23.1,1.948
T1608,5.005,23.1,1.948
T1609,5.012,23.1,1.948
T1610,5.02,23.1,1.948
T1611,5.035,23.1,1.948
T1612,5.058,23.1,1.948
T1613,5.043,23.1,1.948
T1614,5.028,23.1,1.948
T1615,5.005,23.1,1.948
T1616,4.982,23.1,1.948
T1617,4.982,23.1,1.948
T1618,4.982,23.1,1.948
T1619,4.974,23.1,1.948
T1620,4.898,23.1,1.948
T1621,4.814,23.1,1.948
T1622,4.746,23.1,1.948
T1623,4.776,23.1,1.948
T1624,4.784,23.1,1.948
T1625,4.807,23.1,1.948
T1626,4.86,23.1,1.948
T1627,4.906,23.1,1.948
T1628,4.898,23.1,1.948
T1629,4.951,23.1,1.948
T1630,5.043,23.1,1.948
T1631,5.058,23.1,1.948
T1632,5.066,23.1,1.948
T1633,5.18,23.1,1.948
T1634,5.218,23.1,1.948
T1635,5.096,23.1,1.948
T1636,5.066,23.1,1.948
T1637,5.066,23.1,1.948
T1638,5.058,23.1,1.948
T1639,5.058,23.1,1.948
T1640,5.05,23.1,1.948
T1641,5.043,23.1,1.948
T1642,5.02,23.1,1.97
T1643,5.012,23.1,1.97
T1644,5.028,23.1,1.97
T1645,5.02,23.1,1.97
T1646,5.012,23.1,1.97
T1647,5.028,23.1,1.97
T1648,5.005,23.1,1.97
T1649,4.944,23.1,1.97
T1650,4.921,23.1,1.97
T1651,4.89,23.1,1.97
T1652,4.845,23.1,1.97
T1653,4.845,23.1,1.97
T1654,4.852,23.1,1.97
T1655,4.86,23.1,1.97
T1656,4.852,23.1,1.97
T1657,4.845,23.1,1.97
T1658,4.86,23.1,1.97
T1659,4.868,23.1,1.97
T1660,4.868,23.1,1.97
T1661,4.883,23.1,1.97
T1662,4.928,23.1,1.97
T1663,4.982,23.1,1.97
T1664,4.997,23.1,1.97
T1665,4.936,23.1,1.97
T1666,4.868,23.1,1.97
T1667,4.837,23.1,1.97
T1668,4.814,23.1,1.97
T1669,4.776,23.1,1.97
T1670,4.707,23.1,1.97
T1671,4.677,23.1,1.97
T1672,4.692,23.1,1.97
T1673,4.73,23.1,1.97
T1674,4.829,23.1,1.97
T1675,4.928,23.1,1.97
T1676,4.951,23.1,1.97
T1677,4.989,23.1,1.97
T1678,4.944,23.1,1.97
T1679,4.944,23.1,1.97
T1680,4.967,23.1,1.97
T1681,4.997,23.1,1.97
T1682,4.982,23.1,1.97
T1683,4.951,23.1,1.97
T1684,4.928,23.1,1.97
T1685,4.921,23.1,1.97
T1686,4.898,23.1,1.97
T1687,4.822,23.1,1.97
T1688,4.837,23.1,1.97
T1689,4.86,23.1,1.97
T1690,4.837,23.1,1.97
T1691,4.906,23.1,1.97
T1692,4.921,23.1,1.97
T1693,4.921,23.1,1.97
T1694,4.883,23.1,1.97
T1695,4.868,23.1,1.97
T1696,4.944,23.1,1.97
T1697,4.913,23.1,1.97
T1698,4.959,23.1,1.97
T1699,5.012,23.1,1.97
T1700,5.035,23.1,1.97
T1701,5.058,23.1,1.97
T1702,5.05,23.1,1.97
T1703,5.066,23.1,1.97
T1704,5.05,23.1,1.97
T1705,5.088,23.1,1.97
T1706,5.111,23.1,1.97
T1707,5.096,23.1,1.97
T1708,5.066,23.1,1.97
T1709,5.058,23.1,1.97
T1710,5.043,23.1,1.97
T1711,5.043,23.1,1.97
T1712,5.081,23.1,1.97
T1713,5.043,23.1,1.97
T1714,5.012,23.1,1.97
T1715,4.997,23.1,1.97
T1716,5.043,23.1,1.97
T1717,4.997,23.1,1.97
T1718,4.944,23.1,1.97
T1719,4.86,23.1,1.97
T1720,4.959,23.1,1.97
T1721,5.043,23.1,1.97
T1722,5.165,23.1,1.97
T1723,5.233,23.1,1.97
T1724,5.256,23.1,1.97
T1725,5.249,23.1,1.97
T1726,5.241,23.1,1.97
T1727,5.271,23.1,1.97
T1728,5.309,23.1,1.97
T1729,5.386,23.1,1.97
T1730,5.393,23.1,1.97
T1731,5.378,23.1,1.97
T1732,5.424,23.1,1.97
T1733,5.576,23.1,1.97
T1734,5.729,23.1,1.97
T1735,5.668,23.1,1.97
T1736,5.477,23.1,1.97
T1737,5.264,23.1,1.97
T1738,5.218,23.1,1.97
T1739,5.157,23.1,1.97
T1740,5.134,23.1,1.97
T1741,5.119,23.1,1.97
T1742,5.088,23.1,1.97
T1743,5.088,23.1,1.97
T1744,5.088,23.1,1.97
T1745,5.127,23.1,1.97
T1746,5.165,23.1,1.97
T1747,5.188,23.1,1.97
